athlete,hour,minute,x_a,y_a,z_a,diff_x_a,diff_y_a,diff_z_a,second_a
Mike,20,15,-48,56,202,3,0,0,56
Mike,20,16,-45,41,116,1,-1,-2,30
Mike,20,17,-48,56,232,-5,0,0,46
Mike,20,18,-56,67,395,5,1,0,53
Mike,20,19,-51,42,400,1,0,2,36
Mike,20,20,-54,47,228,4,1,-2,52
Mike,20,21,-54,88,392,5,1,1,39
Mike,20,22,-56,58,228,4,1,-2,32
Mike,20,23,-43,63,108,-4,0,0,53
Mike,20,24,-50,84,121,-3,-1,1,38
Mike,20,25,-54,78,338,1,0,1,44
Mike,20,26,-57,75,232,-2,0,-2,37
Mike,20,27,-48,53,297,4,0,-1,41
Mike,20,28,-48,76,105,2,-1,-2,34
Mike,20,29,-57,61,268,-3,0,1,41
Mike,20,30,-52,61,208,2,0,-2,52
Mike,20,31,-54,60,253,0,1,2,44
Mike,20,32,-51,53,116,-1,-1,2,34
Mike,20,33,-59,87,106,-5,0,-2,45
Mike,20,34,-48,64,109,-2,-1,2,30
Mike,20,35,-41,83,190,3,0,0,41
Mike,20,36,-58,56,149,0,1,0,34
Mike,20,37,-49,75,185,-4,1,-2,37
Mike,20,38,-58,43,200,-4,-1,0,52
Mike,20,39,-45,78,300,3,-1,0,60
Mike,20,40,-54,59,111,-3,0,2,49
Mike,20,41,-51,75,254,3,0,-2,44
Mike,20,42,-48,60,210,-3,0,1,57
Mike,20,43,-54,65,379,3,1,1,57
Mike,20,44,-60,45,157,-4,1,2,58
Mike,20,45,-51,41,180,5,1,-1,60
Mike,20,46,-54,63,324,-2,0,-2,43
Mike,20,47,-45,79,344,-1,0,2,56
Mike,20,48,-55,58,303,-1,0,2,41
Mike,20,49,-43,53,378,-3,-1,0,57
Mike,20,50,-52,58,319,3,0,1,37
Mike,20,51,-60,58,168,0,-1,-1,47
Mike,20,52,-42,41,171,3,0,1,48
Mike,20,53,-55,54,330,-1,1,-1,40
Mike,20,54,-43,84,235,-2,0,1,42
Mike,20,55,-52,46,157,3,0,-2,41
Mike,20,56,-47,77,343,5,-1,0,41
Mike,20,57,-58,62,199,3,-1,1,44
Mike,20,58,-45,80,390,-5,-1,2,31
Mike,20,59,-43,63,169,-1,0,0,38
Mike,20,60,-41,59,228,5,0,-2,39
Mike,21,1,-52,46,255,3,1,1,53
Mike,21,2,-53,60,281,1,1,-2,32
Mike,21,3,-41,69,338,0,0,0,42
Mike,21,4,-41,62,213,2,1,-1,39
Mike,21,5,-45,49,114,3,0,1,50
Mike,21,6,-48,70,227,5,1,-2,41
Mike,21,7,-45,52,394,4,0,-2,59
Mike,21,8,-49,77,106,-4,-1,2,51
Mike,21,9,-47,45,196,0,1,1,48
Mike,21,10,-56,65,236,-3,1,-1,56
Mike,21,11,-53,65,316,-2,0,1,39
Mike,21,12,-53,83,265,3,1,-1,30
Mike,21,13,-44,86,194,3,1,1,54
Mike,21,14,-51,57,181,4,1,0,60
Mike,21,15,-55,81,378,3,1,1,58
Mike,21,16,-43,74,229,-1,1,-1,58
Mike,21,17,-53,74,196,2,-1,1,35
Mike,21,18,-53,78,358,-1,1,-1,40
Mike,21,19,-47,83,192,-3,1,2,50
Mike,21,20,-49,72,337,-4,-1,2,52
Mike,21,21,-51,72,363,5,0,0,56
Mike,21,22,-56,49,319,5,1,-2,38
Mike,21,23,-48,69,184,-3,1,2,57
Mike,21,24,-45,40,176,-4,-1,-2,60
Mike,21,25,-52,47,130,2,1,1,56
Mike,21,26,-43,58,335,-2,0,2,32
Mike,21,27,-42,69,301,1,0,-1,35
Mike,21,28,-44,52,217,4,1,1,48
Mike,21,29,-50,72,363,-5,1,-2,59
Mike,21,30,-49,45,181,1,0,-1,57
Mike,21,31,-46,52,213,3,1,2,39
Mike,21,32,-57,49,358,1,-1,1,32
Mike,21,33,-51,51,153,5,0,-2,39
Mike,21,34,-41,88,173,2,0,0,40
Mike,21,35,-40,78,393,-2,-1,-2,50
Mike,21,36,-52,69,276,2,1,-1,48
Mike,21,37,-50,55,277,-4,-1,-2,54
Mike,21,38,-44,84,143,-2,0,1,59
Mike,21,39,-60,89,236,0,-1,2,44
Mike,21,40,-40,69,324,-3,-1,0,50
Mike,21,41,-43,72,239,2,-1,-1,31
Mike,21,42,-48,62,147,-2,-1,2,43
Mike,21,43,-44,55,295,2,0,-2,44
Mike,21,44,-47,41,156,5,0,2,37
Mike,21,45,-50,40,128,4,-1,-2,46
Mike,21,46,-55,72,113,1,1,-1,40
Mike,21,47,-50,75,254,0,0,0,52
Mike,21,48,-58,43,283,-4,1,0,46
Mike,21,49,-48,79,107,3,-1,1,47
Mike,21,50,-51,78,200,-2,-1,-2,33
Mike,21,51,-60,83,128,1,-1,-1,45
Mike,21,52,-53,85,234,-2,1,-1,57
Mike,21,53,-56,56,204,-5,0,1,48
Mike,21,54,-41,77,213,-4,0,2,57
Mike,21,55,-50,89,300,4,0,2,40
Mike,21,56,-48,78,268,3,-1,-2,32
Mike,21,57,-40,80,158,1,-1,2,47
Mike,21,58,-41,76,127,5,0,-2,51
Mike,21,59,-43,76,318,1,0,0,36
Mike,21,60,-52,62,185,1,0,0,52
Mike,22,1,-58,72,324,4,-1,0,43
Mike,22,2,-46,64,123,2,1,-2,32
Mike,22,3,-50,57,271,-5,-1,-2,53
Mike,22,4,-46,89,198,-5,1,2,34
Mike,22,5,-60,56,185,-3,-1,2,49
Mike,22,6,-57,42,202,5,-1,2,36
Mike,22,7,-40,72,235,0,-1,0,37
Mike,22,8,-54,80,202,-3,-1,1,45
Mike,22,9,-57,89,318,-1,-1,0,45
Mike,22,10,-44,90,346,-2,-1,2,50
Mike,22,11,-58,57,354,-1,1,-2,36
Mike,22,12,-52,77,185,-4,0,2,46
Mike,22,13,-60,83,233,4,1,-2,51
Mike,22,14,-51,41,282,-1,-1,0,42
Mike,22,15,-49,67,216,-3,1,-1,38
Mike,22,16,-52,88,317,2,1,-2,31
Mike,22,17,-47,51,283,2,1,-2,38
Mike,22,18,-44,88,309,3,1,-2,46
Mike,22,19,-43,75,350,2,0,-2,34
Mike,22,20,-48,86,154,-4,0,-2,44
Mike,22,21,-58,71,191,-4,0,2,60
Mike,22,22,-53,57,198,-1,-1,1,54
Mike,22,23,-54,60,319,3,-1,1,60
Mike,22,24,-47,83,212,-4,1,-1,31
Mike,22,25,-57,50,385,-1,0,0,32
Mike,22,26,-52,55,363,-3,-1,0,31
Mike,22,27,-49,55,323,5,1,1,52
Mike,22,28,-40,73,151,4,1,1,54
Mike,22,29,-59,63,285,3,0,0,37
Mike,22,30,-52,82,298,2,1,1,35
Mike,22,31,-48,77,286,1,-1,2,55
Mike,22,32,-40,50,136,-3,-1,2,45
Mike,22,33,-58,43,287,-5,-1,1,53
Mike,22,34,-56,47,261,2,0,1,57
Mike,22,35,-52,73,247,-3,0,2,40
Mike,22,36,-44,44,102,4,1,2,53
Mike,22,37,-56,73,319,-4,1,0,51
Mike,22,38,-51,41,225,-4,1,-1,47
Mike,22,39,-58,48,366,-5,-1,2,56
Mike,22,40,-46,51,254,4,-1,-2,44
Mike,22,41,-56,55,285,1,0,0,44
Mike,22,42,-51,79,267,-1,-1,-1,37
Mike,22,43,-40,81,128,0,0,2,51
Mike,22,44,-41,56,384,5,0,0,38
Mike,22,45,-51,78,274,2,1,1,57
Mike,22,46,-43,51,391,5,0,2,40
Mike,22,47,-51,67,399,3,-1,-1,32
Mike,22,48,-54,79,348,3,1,1,38
Mike,22,49,-56,61,151,5,0,1,49
Mike,22,50,-42,76,266,0,-1,-2,41
Mike,22,51,-40,84,296,2,1,2,39
Mike,22,52,-44,72,107,-2,0,0,34
Mike,22,53,-44,77,257,3,1,-2,58
Mike,22,54,-52,76,284,-5,1,-1,52
Mike,22,55,-44,41,230,-2,1,0,52
Mike,22,56,-53,61,226,1,-1,0,45
Mike,22,57,-40,66,347,2,0,0,39
Mike,22,58,-54,55,261,-4,1,1,56
Mike,22,59,-54,89,155,0,1,-1,59
Mike,22,60,-58,78,253,2,1,-2,51
Mike,23,1,-43,71,178,1,-1,1,32
Mike,23,2,-60,41,336,-1,0,1,33
Mike,23,3,-55,56,141,3,1,-2,30
Mike,23,4,-43,85,145,4,1,-2,38
Mike,23,5,-45,40,307,-4,-1,1,55
Mike,23,6,-40,65,145,2,-1,1,43
Mike,23,7,-46,57,271,4,0,0,60
Mike,23,8,-41,45,290,1,1,-2,60
Mike,23,9,-58,57,139,0,-1,-2,48
Mike,23,10,-56,51,170,4,0,-2,31
Mike,23,11,-44,46,284,-2,0,-1,44
Mike,23,12,-59,69,314,4,0,-1,39
Mike,23,13,-59,67,366,-4,-1,1,56
Mike,23,14,-45,54,323,-2,-1,-2,53
Mike,23,15,-47,76,371,-5,1,2,42
Mike,23,16,-44,78,259,4,0,-1,54
Mike,23,17,-53,52,396,1,1,2,32
Mike,23,18,-51,71,323,-3,-1,0,42
Mike,23,19,-57,78,365,5,1,2,34
Mike,23,20,-46,70,367,4,1,-2,44
Mike,23,21,-48,87,235,-2,1,1,38
Mike,23,22,-40,71,285,-5,-1,-1,32
Mike,23,23,-48,56,325,1,1,0,32
Mike,23,24,-55,57,205,5,-1,2,30
Mike,23,25,-48,83,103,-4,0,2,42
Mike,23,26,-52,68,159,-5,0,-1,46
Mike,23,27,-55,65,368,-3,-1,-2,38
Mike,23,28,-45,81,320,0,0,-2,58
Mike,23,29,-45,55,305,5,1,-2,58
Mike,23,30,-55,41,236,5,1,1,60
Mike,23,31,-55,86,234,-1,0,0,58
Mike,23,32,-60,41,197,3,1,0,44
Mike,23,33,-44,72,242,1,-1,2,46
Mike,23,34,-49,61,312,-5,-1,0,34
Mike,23,35,-48,46,357,5,1,0,58
Mike,23,36,-50,52,183,5,-1,0,54
Mike,23,37,-59,67,150,3,1,-2,60
Mike,23,38,-58,52,358,3,-1,0,55
Mike,23,39,-53,70,267,-3,-1,-1,34
Mike,23,40,-53,71,203,5,-1,2,55
Mike,23,41,-53,45,360,-5,-1,-2,56
Mike,23,42,-57,84,143,1,-1,-2,51
Mike,23,43,-59,54,340,5,1,-1,60
Mike,23,44,-44,62,399,2,0,1,36
Mike,23,45,-48,56,194,2,-1,0,43
Mike,23,46,-41,47,255,0,1,2,50
Mike,23,47,-54,65,182,4,1,1,39
Mike,23,48,-50,59,116,-1,1,1,41
Mike,23,49,-46,52,148,-3,1,2,50
Mike,23,50,-56,52,112,5,0,1,44
Mike,23,51,-47,48,211,4,0,-2,45
Mike,23,52,-53,48,100,5,0,-2,37
Mike,23,53,-46,76,370,5,-1,2,49
Mike,23,54,-60,45,394,0,-1,-1,38
Mike,23,55,-60,53,233,3,0,-1,34
Mike,23,56,-59,86,328,-5,1,2,37
Mike,23,57,-56,47,109,-4,-1,-2,59
Mike,23,58,-52,84,154,-2,-1,1,36
Mike,23,59,-53,82,130,-1,-1,2,36
Mike,23,60,-56,87,291,4,0,1,55
Mike,24,1,-55,64,324,-3,-1,-2,47
Mike,24,2,-48,89,121,0,1,-2,30
Mike,24,3,-52,75,387,-4,0,0,37
Mike,24,4,-53,81,164,-3,1,2,42
Mike,24,5,-54,74,350,-4,0,-1,49
Mike,24,6,-45,44,194,1,1,0,49
Mike,24,7,-46,45,231,3,0,0,59
Mike,24,8,-59,79,267,4,-1,-2,46
Mike,24,9,-45,88,324,-1,0,-2,46
Mike,24,10,-41,60,218,-3,-1,-1,51
Mike,24,11,-59,68,278,1,0,-2,36
Mike,24,12,-52,86,127,-5,0,2,36
Mike,24,13,-59,55,226,-1,-1,-1,36
Mike,24,14,-59,69,259,-1,0,0,60
Mike,24,15,-55,52,127,0,1,0,37
Mike,24,16,-57,46,357,-1,1,-2,57
Mike,24,17,-54,79,215,2,1,1,42
Mike,24,18,-44,62,324,-2,0,2,54
Mike,24,19,-54,72,367,1,0,-1,31
Mike,24,20,-45,89,164,4,0,0,55
Mike,24,21,-59,77,252,3,1,1,34
Mike,24,22,-55,77,241,-2,1,2,42
Mike,24,23,-49,41,227,-5,1,1,58
Mike,24,24,-45,74,242,2,1,1,39
Mike,24,25,-57,60,347,0,-1,1,55
Mike,24,26,-56,80,240,-2,-1,1,31
Mike,24,27,-46,52,368,-1,-1,-2,47
Mike,24,28,-53,59,262,1,-1,2,41
Mike,24,29,-43,85,361,-5,0,2,42
Mike,24,30,-59,53,188,5,0,2,30
Mike,24,31,-51,78,365,5,-1,1,31
Mike,24,32,-52,55,243,5,1,2,35
Mike,24,33,-54,66,217,1,1,-2,34
Mike,24,34,-55,72,229,2,0,-1,58
Mike,24,35,-43,73,205,1,-1,2,46
Mike,24,36,-46,73,201,5,1,1,50
Mike,24,37,-49,58,244,3,-1,1,36
Mike,24,38,-57,44,171,-3,0,0,58
Mike,24,39,-57,53,145,-1,-1,-1,55
Mike,24,40,-55,51,239,-3,-1,0,60
Mike,24,41,-52,58,204,-1,0,2,49
Mike,24,42,-48,50,137,5,-1,2,30
Mike,24,43,-59,69,133,-1,-1,1,42
Mike,24,44,-41,64,189,0,-1,1,49
Mike,24,45,-46,61,169,-3,1,-2,48
Mike,24,46,-49,75,151,-3,-1,-2,36
Mike,24,47,-45,49,124,-5,1,-2,34
Mike,24,48,-50,48,331,-1,-1,0,36
Mike,24,49,-44,85,163,3,1,-1,38
Mike,24,50,-47,74,298,-5,-1,-1,55
Mike,24,51,-57,83,341,-5,0,-1,31
Mike,24,52,-46,65,141,-3,-1,1,35
Mike,24,53,-55,68,370,5,0,1,43
Mike,24,54,-58,88,127,-2,-1,0,38
Mike,24,55,-41,61,143,1,1,0,59
Mike,24,56,-55,65,100,5,1,-2,35
Mike,24,57,-45,77,394,-2,0,-1,48
Mike,24,58,-59,49,318,3,-1,2,49
Mike,24,59,-57,42,176,-5,1,1,50
Mike,24,60,-49,81,186,-4,-1,2,54
Mike,0,1,-58,61,164,0,0,1,35
Mike,0,2,-42,62,360,-2,1,0,47
Mike,0,3,-56,71,310,-3,1,-2,35
Mike,0,4,-41,76,315,-5,-1,0,34
Mike,0,5,-59,90,212,5,-1,-1,55
Mike,0,6,-47,46,146,2,1,2,45
Mike,0,7,-55,75,102,3,1,-2,44
Mike,0,8,-40,44,332,0,-1,1,48
Mike,0,9,-40,65,238,4,0,2,58
Mike,0,10,-44,75,362,5,-1,2,36
Mike,0,11,-55,45,125,-5,0,0,48
Mike,0,12,-49,90,147,-4,-1,-2,58
Mike,0,13,-59,79,310,-1,-1,-1,32
Mike,0,14,-59,71,128,0,-1,1,55
Mike,0,15,-42,73,364,-1,0,0,57
Mike,0,16,-60,42,134,-1,0,-1,34
Mike,0,17,-40,55,163,5,0,2,38
Mike,0,18,-45,87,263,-2,0,-2,31
Mike,0,19,-42,48,349,0,1,2,38
Mike,0,20,-60,60,258,0,0,-1,50
Mike,0,21,-56,64,382,-2,-1,1,43
Mike,0,22,-40,47,356,1,1,2,36
Mike,0,23,-54,62,290,-2,0,2,35
Mike,0,24,-43,58,315,4,-1,-2,32
Mike,0,25,-43,45,264,0,1,-1,41
Mike,0,26,-44,60,367,-2,0,0,43
Mike,0,27,-50,68,148,-1,0,-1,49
Mike,0,28,-46,82,316,3,0,2,60
Mike,0,29,-59,46,359,-3,-1,1,38
Mike,0,30,-57,58,295,-3,-1,-2,36
Mike,0,31,-43,48,173,-4,0,2,42
Mike,0,32,-47,49,328,-5,1,0,30
Mike,0,33,-41,67,388,-2,1,-2,57
Mike,0,34,-42,71,263,-2,-1,-2,40
Mike,0,35,-41,75,294,3,0,-1,50
Mike,0,36,-56,81,194,-3,1,1,38
Mike,0,37,-53,77,359,-4,1,-2,38
Mike,0,38,-54,43,247,1,1,-1,60
Mike,0,39,-60,50,305,3,1,-1,35
Mike,0,40,-56,79,242,-5,0,-1,47
Mike,0,41,-40,45,327,3,-1,-1,36
Mike,0,42,-48,86,310,2,0,0,30
Mike,0,43,-52,53,216,-2,-1,0,58
Mike,0,44,-54,84,257,4,1,-2,43
Mike,0,45,-51,49,372,1,1,-1,47
Mike,0,46,-51,41,217,0,0,1,54
Mike,0,47,-58,53,244,-3,0,-2,52
Mike,0,48,-42,43,254,1,0,0,47
Mike,0,49,-51,79,110,4,0,-2,31
Mike,0,50,-47,64,387,1,0,-1,57
Mike,0,51,-40,75,308,-1,1,-2,35
Mike,0,52,-52,76,354,-5,-1,-2,37
Mike,0,53,-47,65,259,-2,1,2,32
Mike,0,54,-49,80,363,1,0,0,30
Mike,0,55,-40,76,331,-5,-1,1,38
Mike,0,56,-56,43,369,-5,-1,-1,43
Mike,0,57,-44,52,278,-4,-1,-2,45
Mike,0,58,-52,51,134,-1,0,-2,47
Mike,0,59,-42,78,321,2,0,0,45
Mike,0,60,-41,84,277,-3,-1,2,35
